,wid,age,country,gender,marital,parenthood,hmid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,value
9923,2496,30,USA,f,married,y,70100,3m,My daughter did well on her spelling test and it was beautiful seeing her feel proud of herself.,My daughter did well on her spelling test and it was beautiful seeing her feel proud of herself.,True,1,affection,affection,1
9924,2498,34,USA,m,married,y,74721,3m,"My wife, daughter, and I went to a water park last weekend.","My wife, daughter, and I went to a water park last weekend.",True,1,affection,affection,1
9925,2498,34,USA,m,married,y,85547,3m,"My family and I went to a water park. It was a lot of fun for my daughter, and seeing the smiles on her face made me happy.","My family and I went to a water park. It was a lot of fun for my daughter, and seeing the smiles on her face made me happy.",True,2,affection,affection,1
9928,2499,36,USA,f,married,y,50897,24h,My daughter made a terrible pun and it made me proud of her.,My daughter made a terrible pun and it made me proud of her.,True,1,affection,affection,1
9930,2499,36,USA,f,married,y,87468,3m,"I helped my mom take care of my 2 year old cousin, it felt good because I could tell she really needed the help.","I helped my mom take care of my 2 year old cousin, it felt good because I could tell she really needed the help.",True,1,affection,affection,1
9933,2505,34,USA,f,married,n,88562,3m,I got to see an ultrasound of my first baby girl. We went in and I knew it was a girl. We found out the gender with my mother and my husband. They took pictures and we discuss her ability to flip and become a gymnast. ,I got to see an ultrasound of my first baby girl. We went in and I knew it was a girl. We found out the gender with my mother and my husband. They took pictures and we discuss her ability to flip and become a gymnast. ,True,4,affection,affection,1
9934,2505,34,USA,f,married,n,97896,3m,I have received gifts for my future daughter. My best friends are painting a mural for the baby's room! ,I have received gifts for my future daughter. My best friends are painting a mural for the baby's room! ,True,2,affection,affection,1
9935,2505,34,USA,f,married,n,115086,24h,I did not have to work yesterday and my baby to be is dong great. We had a Dr. appointment and Jo-Jo my unborn child is doing really good. ,I did not have to work yesterday and my baby to be is dong great. We had a Dr. appointment and Jo-Jo my unborn child is doing really good. ,True,2,affection,affection,1
9953,2517,28,USA,m,married,n,73125,3m,I talked to my parents for the first time in a while,I talked to my parents for the first time in a while,True,1,affection,affection,1
9954,2517,28,USA,m,married,n,124679,24h,My wife cooked lunch for me.,My wife cooked lunch for me.,True,1,affection,affection,1
9959,2521,33,USA,f,married,y,120077,24h,My husband cooked me dinner with was delicious.,My husband cooked me dinner with was delicious.,True,1,affection,affection,1
9962,2524,32,USA,f,married,y,109939,24h,I watched my son's final band concert. He made me incredibly proud and I love him so much.,I watched my son's final band concert. He made me incredibly proud and I love him so much.,True,2,affection,affection,1
9970,2531,31,USA,f,married,n,60268,3m,I was happy driving along the california coast with my husband.,I was happy driving along the california coast with my husband.,True,1,affection,affection,1
9983,2550,59,USA,f,married,y,111055,24h,My niece (whom lives with us) finally broke up with her boyfriend. He is constantly arguing with her and it causes quite a bit of drama in our house. She is always crying and carrying on the way teenager girls do. She has reached the conclusion he likes to argue it makes him happy and her unhappy so she broke up with him and block him from all of her social media. Our home will be a peace for awhile.,My niece (whom lives with us) finally broke up with her boyfriend. He is constantly arguing with her and it causes quite a bit of drama in our house. She is always crying and carrying on the way teenager girls do. She has reached the conclusion he likes to argue it makes him happy and her unhappy so she broke up with him and block him from all of her social media. Our home will be a peace for awhile.,True,5,affection,affection,1
10000,2568,41,USA,f,married,y,115333,24h,My kids went on a field trip and had a great time and kept texting to tell me about it.,My kids went on a field trip and had a great time and kept texting to tell me about it.,True,1,affection,affection,1
10003,2573,31,USA,f,married,y,126459,24h,My son learned to meow like a cat. ,My son learned to meow like a cat. ,True,1,affection,affection,1
10013,2583,28,USA,m,married,y,116983,24h,My 4 year old went potty in the potty,My 4 year old went potty in the potty,True,1,affection,affection,1
10016,2585,28,USA,f,married,n,106146,3m,My mom surprised me with a gift of some new pans and cookware from Amazon.,My mom surprised me with a gift of some new pans and cookware from Amazon.,True,1,affection,affection,1
10027,2591,30,USA,f,married,y,90171,3m,Made mint juleps and watched the Kentucky Derby with my family,Made mint juleps and watched the Kentucky Derby with my family,True,1,affection,affection,1
10041,2601,50,USA,m,married,y,28673,24h,"
Daughter committed to a college.","
Daughter committed to a college.",True,1,affection,affection,1
10057,2618,39,USA,f,married,y,95440,3m,My kids made me wonderful cards for Mother's Day.,My kids made me wonderful cards for Mother's Day.,True,1,affection,affection,1
10058,2619,37,USA,f,married,y,59868,3m,Easter. My daughter was so excited that she got her bike and everything else that she had wanted.,Easter. My daughter was so excited that she got her bike and everything else that she had wanted.,True,2,affection,affection,1
10076,2643,42,USA,m,married,y,30331,24h,"I was struggling with a problem with my elderly mother.  As my wife and I were discussing this unhappy problem, our 8-year old son came up and gave us both hugs just because he wanted us to feel better.","I was struggling with a problem with my elderly mother.  As my wife and I were discussing this unhappy problem, our 8-year old son came up and gave us both hugs just because he wanted us to feel better.",True,2,affection,affection,1
10077,2643,42,USA,m,married,y,51822,24h,My five-year old daughter read to me aloud in the car yesterday.  She is just learning to read and her two upper front baby teeth are missing so the story was more amusing than it otherwise would have been.,My five-year old daughter read to me aloud in the car yesterday.  She is just learning to read and her two upper front baby teeth are missing so the story was more amusing than it otherwise would have been.,True,2,affection,affection,1
10104,2668,46,USA,f,married,y,34393,24h,"I got to babysit my 2 Nieces yesterday, they always make me happy and they are 3 and ten months old and the baby was happy all day which made me happy because it was an easy day.","I got to babysit my 2 Nieces yesterday, they always make me happy and they are 3 and ten months old and the baby was happy all day which made me happy because it was an easy day.",True,1,affection,affection,1
10110,2677,37,USA,m,married,y,66548,3m,My son started singing fun preschool songs on his own.,My son started singing fun preschool songs on his own.,True,1,affection,affection,1
10116,2684,35,USA,m,married,y,33144,24h,I kissed my wife.,I kissed my wife.,True,1,affection,affection,1
10119,2688,37,USA,f,married,y,78289,3m,"When my husband sent me flower, just because, it brought a smile to my face.","When my husband sent me flower, just because, it brought a smile to my face.",True,1,affection,affection,1
