,wid,age,country,gender,marital,parenthood,hmid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,value
9761,2358,44,USA,m,single,n,110911,24h,I was named to lead a customer project at work.,I was named to lead a customer project at work.,True,1,achievement,achievement,1
9765,2361,36,USA,f,single,y,74938,3m,"I had been working on a blog and affiliate online business for 4 months, and i finally finished it, which made me very happy because i often start big projects and loose interest somewhere towards the end or i simply get excited by something else.","I had been working on a blog and affiliate online business for 4 months, and i finally finished it, which made me very happy because i often start big projects and loose interest somewhere towards the end or i simply get excited by something else.",True,1,achievement,achievement,1
9766,2362,26,USA,m,single,n,68054,3m,"Yesterday I found out I was approved for financial aid, and received 800 dollars direct deposit. ","Yesterday I found out I was approved for financial aid, and received 800 dollars direct deposit. ",True,1,achievement,achievement,1
9767,2362,26,USA,m,single,n,103349,3m,I passed my final exam for a subject I wasn't confident about,I passed my final exam for a subject I wasn't confident about,True,1,achievement,achievement,1
9770,2367,21,USA,m,single,n,65944,3m,I just got my first car two months ago and I love it.,I just got my first car two months ago and I love it.,True,1,achievement,achievement,1
9772,2367,21,USA,m,single,n,95824,3m,My job gave me a paid day off due to hard work,My job gave me a paid day off due to hard work,True,1,achievement,achievement,1
9776,2373,22,USA,m,single,n,107082,3m,when i got a job interview after waiting for a while to hear back,when i got a job interview after waiting for a while to hear back,True,1,achievement,achievement,1
9784,2380,22,USA,m,single,n,88768,3m,I finished my last final of college on Tuesday.,I finished my last final of college on Tuesday.,True,1,achievement,achievement,1
9789,2384,22,USA,f,single,n,49711,24h,I made my mturk goal of $60 and was actually $10 over it.,I made my mturk goal of $60 and was actually $10 over it.,True,1,achievement,achievement,1
9794,2389,18,USA,m,single,n,97830,3m,I got a new car.,I got a new car.,True,1,achievement,achievement,1
9807,2398,25,USA,m,single,y,58626,3m,I got a promotion at my job last month.,I got a promotion at my job last month.,True,1,achievement,achievement,1
9808,2398,25,USA,m,single,y,121394,24h,I found my car keys after I thought I lost them.,I found my car keys after I thought I lost them.,True,1,achievement,achievement,1
9809,2398,25,USA,m,single,y,122394,24h,I won $3 from a scratchers ticket.,I won $3 from a scratchers ticket.,True,1,achievement,achievement,1
9811,2399,27,USA,m,single,n,124369,24h,"I found 10 dollars in my old jeans, I thought I lost. ","I found 10 dollars in my old jeans, I thought I lost. ",True,1,achievement,achievement,1
9817,2409,34,USA,m,single,n,72070,3m,I got my care windows tinted for my birthday.  I no longer cook while driving because of the shade.,I got my care windows tinted for my birthday.  I no longer cook while driving because of the shade.,True,2,achievement,achievement,1
9835,2427,30,USA,m,single,n,59995,3m,I paid off my credit card fully.,I paid off my credit card fully.,True,1,achievement,achievement,1
9838,2429,48,USA,m,single,n,102528,3m,I checked my bank account and my income tax refund was deposited.,I checked my bank account and my income tax refund was deposited.,True,1,achievement,achievement,1
9853,2440,38,USA,f,single,n,29099,24h,Amazon was able to refund a product that I thought I was going to be stuck paying for.,Amazon was able to refund a product that I thought I was going to be stuck paying for.,True,1,achievement,achievement,1
9857,2445,40,USA,f,single,n,80758,3m,I received a bonus at work.,I received a bonus at work.,True,1,achievement,achievement,1
9859,2448,29,USA,m,single,n,39096,24h,"Another small thing is, i get to make a few phone calls and make a few new purchases. Hats, some cloths, auto work, chocolates and few other known items i need. So that is my happiness for today, and who knows what will be there for tomorrow.","Another small thing is, i get to make a few phone calls and make a few new purchases. Hats, some cloths, auto work, chocolates and few other known items i need. So that is my happiness for today, and who knows what will be there for tomorrow.",True,3,achievement,achievement,1
9862,2452,23,USA,m,single,n,95020,3m,I got my Bachelors degree in the mail. That was representative of 4 and a half years of hard work.,I got my Bachelors degree in the mail. That was representative of 4 and a half years of hard work.,True,2,achievement,achievement,1
9863,2452,23,USA,m,single,n,97020,3m,I won an ebay auction.,I won an ebay auction.,True,1,achievement,achievement,1
9864,2452,23,USA,m,single,n,98625,3m,"I won an ebay auction for an expensive item, and got it for $50 less than retail.","I won an ebay auction for an expensive item, and got it for $50 less than retail.",True,1,achievement,achievement,1
9866,2453,25,USA,f,single,n,61642,3m,"When someone from a bigger professional background appreciated me on my promotion recently. Being a geek, not being emotional person; this event is so close to my heart.","When someone from a bigger professional background appreciated me on my promotion recently. Being a geek, not being emotional person; this event is so close to my heart.",True,2,achievement,achievement,1
9867,2454,43,USA,f,single,n,85519,3m,I felt happy and upbeat after I completed a phone interview with an author - the article will be published in one of the various publications I write for.,I felt happy and upbeat after I completed a phone interview with an author - the article will be published in one of the various publications I write for.,True,1,achievement,achievement,1
9872,2458,42,USA,m,single,n,113126,24h,I beat a video game that I have been working on.,I beat a video game that I have been working on.,True,1,achievement,achievement,1
9873,2458,42,USA,m,single,n,121483,24h,I made a new dish for dinner.,I made a new dish for dinner.,True,1,achievement,achievement,1
9874,2459,29,USA,m,single,n,116809,24h,I learned how to play the main part of a song I really like on the piano.,I learned how to play the main part of a song I really like on the piano.,True,1,achievement,achievement,1
9886,2467,38,USA,m,single,n,68078,3m,"Yesterday, I completed my final paper for my undergraduate degree in college, and felt the greatest relief and joy that I can imagine.","Yesterday, I completed my final paper for my undergraduate degree in college, and felt the greatest relief and joy that I can imagine.",True,1,achievement,achievement,1
9912,2487,23,USA,m,single,n,51364,24h,I tried putting a shirt on that was previously a bit too snug for comfort and it now fits perfectly.,I tried putting a shirt on that was previously a bit too snug for comfort and it now fits perfectly.,True,1,achievement,achievement,1
9921,2495,24,USA,m,single,n,82573,3m,"I stood in line at a Target 30 minutes before they opened, and was able to get a Nintendo Entertainment System Mini, that is discontinued and very sought after.","I stood in line at a Target 30 minutes before they opened, and was able to get a Nintendo Entertainment System Mini, that is discontinued and very sought after.",True,1,achievement,achievement,1
9922,2495,24,USA,m,single,n,83573,3m,"Upgraded my old phone that I had for 3 years, to a new iPhone, which is faster and has many more features.","Upgraded my old phone that I had for 3 years, to a new iPhone, which is faster and has many more features.",True,1,achievement,achievement,1
9947,2513,22,USA,f,single,n,122598,24h,Conpleting day one of physical therapy. ,Conpleting day one of physical therapy. ,True,1,achievement,achievement,1
9951,2516,19,USA,m,single,n,52393,24h,I received $5 yesterday on MTurk after all the hard work I did.,I received $5 yesterday on MTurk after all the hard work I did.,True,1,achievement,achievement,1
9958,2519,25,USA,f,single,n,104025,3m,I got an A in a difficult class,I got an A in a difficult class,True,1,achievement,achievement,1
9960,2523,34,USA,m,single,n,95324,3m,"I decided to pursue a new opportunity to make more money. I had been struggling with money since I lost my job late last year, and it had made me very stressed out and was affecting my self worth. I feel much more inspired and confident now.","I decided to pursue a new opportunity to make more money. I had been struggling with money since I lost my job late last year, and it had made me very stressed out and was affecting my self worth. I feel much more inspired and confident now.",True,3,achievement,achievement,1
9976,2540,26,USA,m,single,n,43476,24h,Another event that made me happy in the last 24 hours was getting a good amount of work done and feeling accomplished for the day.,Another event that made me happy in the last 24 hours was getting a good amount of work done and feeling accomplished for the day.,True,1,achievement,achievement,1
9978,2542,30,USA,f,single,n,83725,3m,I taught my four year old nephew how to successfully tie his shoes laces.,I taught my four year old nephew how to successfully tie his shoes laces.,True,1,achievement,achievement,1
9979,2545,36,USA,f,single,n,43559,24h,"Getting a nice bonus from a requester, it feels good when hard work gets recognized.  I am putting it towards a new hard drive.","Getting a nice bonus from a requester, it feels good when hard work gets recognized.  I am putting it towards a new hard drive.",True,2,achievement,achievement,1
